sample_category	sample_name	Run	filename
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc10	SRR14113339	msns03532.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc11	SRR14113338	msns03533.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc12	SRR14113337	msns03508.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc13	SRR14113336	msns03534.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc14	SRR14113335	msns03535.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc15	SRR14113334	msns03536.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc16	SRR14113333	msns03537.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc17	SRR14113073	msns03538.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc18	SRR14113071	msns03540.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc19	SRR14113070	msns03542.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc2	SRR14113348	msns03519.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc20	SRR14113069	msns03543.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc21	SRR14113068	msns03544.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc22	SRR14113067	msns03545.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc23	SRR14113066	msns03509.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc24	SRR14113065	msns03546.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc25	SRR14113064	msns03547.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc26	SRR14113063	msns03548.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc27	SRR14113062	msns03552.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc28	SRR14113060	msns03553.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc29	SRR14113059	msns03555.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc3	SRR14113347	msns03520.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc30	SRR14113058	msns03556.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc31	SRR14113057	msns03557.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc32	SRR14113056	msns03559.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc33	SRR14113055	msns03561.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc34	SRR14113054	msns03510.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc35	SRR14113053	msns03562.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc36	SRR14113052	msns03563.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc37	SRR14113051	msns03564.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc38	SRR14113049	msns03565.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc39	SRR14113048	msns03566.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc4	SRR14113346	msns03523.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc40	SRR14113047	msns03567.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc41	SRR14113046	msns03568.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc42	SRR14113045	msns03569.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc43	SRR14113044	msns03570.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc44	SRR14113043	msns03571.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc45	SRR14113042	msns03511.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc46	SRR14112910	msns03572.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc47	SRR14112909	msns03573.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc48	SRR14112907	msns03574.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc49	SRR14112906	msns03576.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc5	SRR14113345	msns03525.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc50	SRR14112905	msns03578.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc51	SRR14112904	msns03579.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc52	SRR14112903	msns03580.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc53	SRR14112902	msns03581.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc54	SRR14112901	msns03582.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc55	SRR14112900	msns03584.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc56	SRR14112899	msns03512.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc57	SRR14112898	msns03585.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc58	SRR14112896	msns03586.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc59	SRR14112895	msns03587.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc6	SRR14113344	msns03526.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc61	SRR14112894	msns03590.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc62	SRR14112893	msns03592.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc63	SRR14112892	msns08029.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc64	SRR14112891	msns08030.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc65	SRR14112890	msns08031.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc66	SRR14112889	msns08032.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc67	SRR14112888	msns03513.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc68	SRR14112886	msns08033.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc69	SRR14112885	msns08034.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc7	SRR14113343	msns03528.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc70	SRR14112884	msns08035.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc71	SRR14112883	msns08036.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc72	SRR14112882	msns08037.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc73	SRR14112881	msns08038.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc74	SRR14112880	msns08039.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc75	SRR14112879	msns08040.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc76	SRR14112961	msns08041.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc77	SRR14112960	msns08042.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc78	SRR14112958	msns03514.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc79	SRR14112957	msns08043.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc8	SRR14113341	msns03529.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc80	SRR14112956	msns08044.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc81	SRR14112955	msns03515.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc9	SRR14113340	msns03531.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc1	SRR14111324	msns03154.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc10	SRR14111199	msns03185.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc11	SRR14111322	msns03186.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc12	SRR14111311	msns03156.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc13	SRR14111300	msns03191.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc14	SRR14111502	msns03192.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc15	SRR14111491	msns03193.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc16	SRR14111480	msns03194.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc17	SRR14111437	msns03195.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc18	SRR14111426	msns03196.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc19	SRR14111415	msns03197.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc2	SRR14111323	msns03171.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc20	SRR14110972	msns03198.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc21	SRR14110960	msns03199.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc22	SRR14110857	msns03206.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc23	SRR14110846	msns03158.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc24	SRR14110835	msns03207.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc25	SRR14111167	msns03208.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc26	SRR14111156	msns03209.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc27	SRR14111145	msns03210.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc28	SRR14111038	msns03211.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc29	SRR14111027	msns03212.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc3	SRR14110961	msns03172.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc30	SRR14111016	msns03213.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc31	SRR14111004	msns03216.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc32	SRR14110993	msns03220.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc33	SRR14111654	msns03221.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc34	SRR14111611	msns03159.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc35	SRR14111600	msns03222.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc36	SRR14111589	msns03223.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc37	SRR14111471	msns03224.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc38	SRR14111460	msns03225.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc39	SRR14111449	msns03227.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc4	SRR14111005	msns03174.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc40	SRR14111406	msns03228.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc41	SRR14111394	msns03229.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc42	SRR14111383	msns03230.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc43	SRR14111372	msns03231.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc44	SRR14111361	msns03232.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc45	SRR14111350	msns03160.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc46	SRR14111339	msns03233.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc47	SRR14111328	msns03234.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc48	SRR14110697	msns03236.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc49	SRR14110686	msns03237.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc5	SRR14111395	msns03179.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc50	SRR14110675	msns03239.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc51	SRR14111294	msns03241.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc52	SRR14111283	msns03242.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc53	SRR14111272	msns03244.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc54	SRR14111261	msns03247.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc55	SRR14111250	msns03161.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc56	SRR14111239	msns03162.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc57	SRR14111228	msns03166.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc58	SRR14111217	msns03170.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc6	SRR14111295	msns03181.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc7	SRR14111120	msns03182.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc8	SRR14111553	msns03183.fastq.gz
PDAC.DP	LOH.Tumor1.DP.sc9	SRR14110807	msns03184.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc1	SRR14111206	msns03252.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc10	SRR14111042	msns06407.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc100	SRR14111440	msns03320.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc101	SRR14111439	msns03323.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc102	SRR14111438	msns03325.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc103	SRR14111436	msns03258.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc104	SRR14111435	msns03327.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc105	SRR14111434	msns03328.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc106	SRR14111433	msns03329.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc107	SRR14111432	msns03331.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc108	SRR14111431	msns03332.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc109	SRR14111430	msns03333.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc11	SRR14111575	msns06409.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc110	SRR14111429	msns03334.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc111	SRR14111428	msns03335.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc112	SRR14111427	msns03336.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc113	SRR14111425	msns03337.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc114	SRR14111424	msns03259.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc115	SRR14111423	msns03338.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc116	SRR14111422	msns03339.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc117	SRR14111421	msns03340.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc118	SRR14111420	msns03341.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc119	SRR14111419	msns03342.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc12	SRR14111564	msns06410.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc120	SRR14111418	msns03343.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc121	SRR14111417	msns03344.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc122	SRR14111416	msns03345.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc123	SRR14111414	msns06362.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc124	SRR14110981	msns06363.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc125	SRR14110980	msns03260.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc126	SRR14110979	msns06366.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc127	SRR14110978	msns06367.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc128	SRR14110977	msns06369.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc129	SRR14110976	msns06370.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc13	SRR14110949	msns03263.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc130	SRR14110975	msns06373.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc131	SRR14110974	msns06376.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc132	SRR14110973	msns06378.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc133	SRR14110971	msns06379.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc134	SRR14110970	msns06381.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc135	SRR14110969	msns06382.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc136	SRR14110968	msns03261.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc137	SRR14110967	msns06383.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc138	SRR14110966	msns06385.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc139	SRR14110965	msns06386.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc14	SRR14110938	msns06411.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc140	SRR14110964	msns06387.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc141	SRR14110963	msns06388.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc142	SRR14110962	msns06391.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc143	SRR14110959	msns06394.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc144	SRR14110958	msns06395.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc145	SRR14110957	msns06396.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc146	SRR14110956	msns06397.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc15	SRR14110927	msns06413.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc16	SRR14110916	msns06414.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc17	SRR14110905	msns06415.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc18	SRR14110894	msns06417.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc19	SRR14110883	msns06418.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc2	SRR14111131	msns03262.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc20	SRR14110872	msns06419.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc21	SRR14110861	msns06420.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc22	SRR14110818	msns06421.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc23	SRR14110806	msns06422.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc24	SRR14110795	msns03264.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc25	SRR14110784	msns06423.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc26	SRR14110773	msns06424.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc27	SRR14110762	msns06425.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc28	SRR14110751	msns06426.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc29	SRR14110740	msns06428.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc3	SRR14111119	msns06398.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc30	SRR14110729	msns06429.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc31	SRR14110718	msns06430.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc32	SRR14110707	msns06432.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc33	SRR14111198	msns06433.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc34	SRR14111187	msns06434.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc35	SRR14111176	msns03265.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc36	SRR14111645	msns06435.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc37	SRR14111634	msns06436.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc38	SRR14111623	msns06437.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc39	SRR14111548	msns06440.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc4	SRR14111108	msns06399.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc40	SRR14111537	msns06443.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc41	SRR14111527	msns06444.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc42	SRR14111516	msns06445.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc43	SRR14111321	msns06446.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc44	SRR14111320	msns06447.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc45	SRR14111319	msns06448.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc46	SRR14111318	msns03266.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc47	SRR14111317	msns06450.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc48	SRR14111316	msns06451.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc49	SRR14111315	msns06452.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc5	SRR14111097	msns06400.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc50	SRR14111314	msns06453.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc51	SRR14111313	msns06454.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc52	SRR14111312	msns06455.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc53	SRR14111310	msns06456.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc54	SRR14111309	msns03268.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc55	SRR14111308	msns03270.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc56	SRR14111307	msns03272.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc57	SRR14111306	msns03273.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc58	SRR14111305	msns03275.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc59	SRR14111304	msns03253.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc6	SRR14111086	msns06401.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc60	SRR14111303	msns03276.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc61	SRR14111302	msns03278.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc62	SRR14111301	msns03279.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc63	SRR14111299	msns03280.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc64	SRR14111298	msns03281.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc65	SRR14111297	msns03282.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc66	SRR14111509	msns03283.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc67	SRR14111508	msns03284.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc68	SRR14111507	msns03286.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc69	SRR14111506	msns03289.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc7	SRR14111075	msns06403.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc70	SRR14111505	msns03254.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc71	SRR14111504	msns03290.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc72	SRR14111503	msns03291.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc73	SRR14111501	msns03292.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc74	SRR14111500	msns03293.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc75	SRR14111499	msns03294.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc76	SRR14111498	msns03295.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc77	SRR14111497	msns03296.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc78	SRR14111496	msns03297.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc79	SRR14111495	msns03298.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc8	SRR14111064	msns06404.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc80	SRR14111494	msns03299.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc81	SRR14111493	msns03256.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc82	SRR14111492	msns03300.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc83	SRR14111490	msns03301.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc84	SRR14111489	msns03302.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc85	SRR14111488	msns03303.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc86	SRR14111487	msns03304.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc87	SRR14111486	msns03305.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc88	SRR14111485	msns03306.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc89	SRR14111484	msns03308.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc9	SRR14111053	msns06405.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc90	SRR14111483	msns03309.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc91	SRR14111482	msns03310.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc92	SRR14111481	msns03257.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc93	SRR14111479	msns03311.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc94	SRR14111478	msns03312.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc95	SRR14111445	msns03313.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc96	SRR14111444	msns03314.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc97	SRR14111443	msns03315.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc98	SRR14111442	msns03317.fastq.gz
PDAC.SP	LOH.Tumor1.SP.sc99	SRR14111441	msns03318.fastq.gz
PDAC.DP	LOH.Tumor2.DP.sc1	SRR14110955	msns02866.fastq.gz
PDAC.DP	LOH.Tumor2.DP.sc10	SRR14110853	msns02889.fastq.gz
PDAC.DP	LOH.Tumor2.DP.sc11	SRR14110852	msns02891.fastq.gz
PDAC.DP	LOH.Tumor2.DP.sc12	SRR14110851	msns02867.fastq.gz
PDAC.DP	LOH.Tumor2.DP.sc13	SRR14110850	msns02895.fastq.gz
PDAC.DP	LOH.Tumor2.DP.sc14	SRR14110849	msns02896.fastq.gz
PDAC.DP	LOH.Tumor2.DP.sc15	SRR14110848	msns02897.fastq.gz
PDAC.DP	LOH.Tumor2.DP.sc16	SRR14110847	msns02898.fastq.gz
PDAC.DP	LOH.Tumor2.DP.sc17	SRR14110845	msns02904.fastq.gz
PDAC.DP	LOH.Tumor2.DP.sc18	SRR14110844	msns02906.fastq.gz
PDAC.DP	LOH.Tumor2.DP.sc19	SRR14110843	msns02908.fastq.gz
PDAC.DP	LOH.Tumor2.DP.sc2	SRR14110954	msns02878.fastq.gz
PDAC.DP	LOH.Tumor2.DP.sc20	SRR14110842	msns02909.fastq.gz
PDAC.DP	LOH.Tumor2.DP.sc21	SRR14110841	msns02913.fastq.gz
PDAC.DP	LOH.Tumor2.DP.sc22	SRR14110840	msns02914.fastq.gz
PDAC.DP	LOH.Tumor2.DP.sc23	SRR14110839	msns02868.fastq.gz
PDAC.DP	LOH.Tumor2.DP.sc24	SRR14110838	msns02915.fastq.gz
PDAC.DP	LOH.Tumor2.DP.sc25	SRR14110837	msns02916.fastq.gz
PDAC.DP	LOH.Tumor2.DP.sc26	SRR14110836	msns02919.fastq.gz
PDAC.DP	LOH.Tumor2.DP.sc27	SRR14110834	msns02920.fastq.gz
